objectid,parentid,filename,title,creator,description,date,subject,location,latitude,longitude,format,type,image_thumb,image_small,object_location,source,identifier,language,rights,rightsstatement,collection
sns_1979_watercolors_hb,,sns_1979_watercolors_hb.pdf,"Handbill for Watercolors, 1979",Scotch'n'Soda Theatre,,1979,Handbill,,,,application/pdf,Text,objects/thumbs/sns_1979_watercolors_hb_th.jpg,objects/small/sns_1979_watercolors_hb_sm.jpg,/objects/sns_1979_watercolors_hb.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1979_watercolors_pr,,sns_1979_watercolors_pr.pdf,"Program for Watercolors, 1979",Scotch'n'Soda Theatre,,1979,Program,,,,application/pdf,Image,objects/thumbs/sns_1979_watercolors_pr_th.jpg,objects/small/sns_1979_watercolors_pr_sm.jpg,/objects/sns_1979_watercolors_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1980_kije_pr,,sns_1980_kije_pr.pdf,"Program for Kije!, 1980",Scotch'n'Soda Theatre,,1980,Program,,,,application/pdf,Text,objects/thumbs/sns_1980_kije_pr_th.jpg,objects/small/sns_1980_kije_pr_sm.jpg,/objects/sns_1980_kije_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1980_kije_po,,sns_1980_kije_po.pdf,"Poster for Kije!, 1980",Scotch'n'Soda Theatre,,1980,Poster,,,,application/pdf,Text,objects/thumbs/sns_1980_kije_po_th.jpg,objects/small/sns_1980_kije_po_sm.jpg,/objects/sns_1980_kije_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1981_protege_pr,,sns_1981_protege_pr.pdf,"Program for Protege, 1981",Scotch'n'Soda Theatre,,1981,Program,,,,application/pdf,Text,objects/thumbs/sns_1981_protege_pr_th.jpg,objects/small/sns_1981_protege_pr_sm.jpg,/objects/sns_1981_protege_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1981_whos_pr,,sns_1981_whos_pr.pdf,"Program for Who's Afraid of Virgina Woolf?, 1981",Scotch'n'Soda Theatre,,1981,Program,,,,application/pdf,Image,objects/thumbs/sns_1981_whos_pr_th.jpg,objects/small/sns_1981_whos_pr_sm.jpg,/objects/sns_1981_whos_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1981_whos_po,,sns_1981_whos_po.pdf,"Poster for Who's Afraid of Virgina Woolf?, 1981",Scotch'n'Soda Theatre,,1981,Poster,,,,application/pdf,Text,objects/thumbs/sns_1981_whos_po_th.jpg,objects/small/sns_1981_whos_po_sm.jpg,/objects/sns_1981_whos_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1982_fantasticks_po,,sns_1982_fantasticks_po.pdf,"Poster for Fantasticks, 1982",Scotch'n'Soda Theatre,,1982,Poster,,,,application/pdf,Text,objects/thumbs/sns_1982_fantasticks_po_th.jpg,objects/small/sns_1982_fantasticks_po_sm.jpg,/objects/sns_1982_fantasticks_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1982_queen_pr_0001,,sns_1982_queen_pr_0001.pdf,"Program for Queen of the King's Krown II, 1982",Scotch'n'Soda Theatre,,1982,Program,,,,application/pdf,Text,objects/thumbs/sns_1982_queen_pr_0001_th.jpg,objects/small/sns_1982_queen_pr_0001_sm.jpg,/objects/sns_1982_queen_pr_0001.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1982_queen_pr_0002,,sns_1982_queen_pr_0002.pdf,"Program for Queen of the King's Krown II, 1982",Scotch'n'Soda Theatre,,1982,Program,,,,application/pdf,Text,objects/thumbs/sns_1982_queen_pr_0002_th.jpg,objects/small/sns_1982_queen_pr_0002_sm.jpg,/objects/sns_1982_queen_pr_0002.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1983_carried_pr,,sns_1983_carried_pr.pdf,"Program for Carried Away, 1983",Scotch'n'Soda Theatre,,1983,Program,,,,application/pdf,Text,objects/thumbs/sns_1983_carried_pr_th.jpg,objects/small/sns_1983_carried_pr_sm.jpg,/objects/sns_1983_carried_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1983_carried_po,,sns_1983_carried_po.pdf,"Poster for Carried Away, 1983",Scotch'n'Soda Theatre,,1983,Poster,,,,application/pdf,Image,objects/thumbs/sns_1983_carried_po_th.jpg,objects/small/sns_1983_carried_po_sm.jpg,/objects/sns_1983_carried_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1983_hello_pr,,sns_1983_hello_pr.pdf,"Program for Hello Out There; This Property is Condemned; Gag, 1983",Scotch'n'Soda Theatre,,1983,Program,,,,application/pdf,Image,objects/thumbs/sns_1983_hello_pr_th.jpg,objects/small/sns_1983_hello_pr_sm.jpg,/objects/sns_1983_hello_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1984_salem_pr,,sns_1984_salem_pr.pdf,"Program for Salem After Midnight, 1984",Scotch'n'Soda Theatre,,1984,Program,,,,application/pdf,Image,objects/thumbs/sns_1984_salem_pr_th.jpg,objects/small/sns_1984_salem_pr_sm.jpg,/objects/sns_1984_salem_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1985_line_pr,,sns_1985_line_pr.pdf,"Program for Line, 1985",Scotch'n'Soda Theatre,,1985,Program,,,,application/pdf,Text,objects/thumbs/sns_1985_line_pr_th.jpg,objects/small/sns_1985_line_pr_sm.jpg,/objects/sns_1985_line_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1985_zelda_pr,,sns_1985_zelda_pr.pdf,"Program for Zelda, 1985",Scotch'n'Soda Theatre,,1985,Program,,,,application/pdf,Text,objects/thumbs/sns_1985_zelda_pr_th.jpg,objects/small/sns_1985_zelda_pr_sm.jpg,/objects/sns_1985_zelda_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1985_murder_pr,,sns_1985_murder_pr.pdf,"Program for The Murder Room, 1985",Scotch'n'Soda Theatre,,1985,Program,,,,application/pdf,Text,objects/thumbs/sns_1985_murder_pr_th.jpg,objects/small/sns_1985_murder_pr_sm.jpg,/objects/sns_1985_murder_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1987_3oneact_pr,,sns_1987_3oneact_pr.pdf,"Program for 3 One Act Plays, 1987",Scotch'n'Soda Theatre,,1987,Program,,,,application/pdf,Image,objects/thumbs/sns_1987_3oneact_pr_th.jpg,objects/small/sns_1987_3oneact_pr_sm.jpg,/objects/sns_1987_3oneact_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_po_0001,,sns_1988_misinformed_po_0001.pdf,"Poster for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Poster,,,,application/pdf,Text,objects/thumbs/sns_1988_misinformed_po_0001_th.jpg,objects/small/sns_1988_misinformed_po_0001_sm.jpg,/objects/sns_1988_misinformed_po_0001.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_po_0002,,sns_1988_misinformed_po_0002.pdf,"Poster for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Poster,,,,application/pdf,Image,objects/thumbs/sns_1988_misinformed_po_0002_th.jpg,objects/small/sns_1988_misinformed_po_0002_sm.jpg,/objects/sns_1988_misinformed_po_0002.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_po_0003,,sns_1988_misinformed_po_0003.pdf,"Poster for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Poster,,,,application/pdf,Text,objects/thumbs/sns_1988_misinformed_po_0003_th.jpg,objects/small/sns_1988_misinformed_po_0003_sm.jpg,/objects/sns_1988_misinformed_po_0003.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_pr_0001,,sns_1988_misinformed_pr_0001.pdf,"Program for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Program,,,,application/pdf,Text,objects/thumbs/sns_1988_misinformed_pr_0001_th.jpg,objects/small/sns_1988_misinformed_pr_0001_sm.jpg,/objects/sns_1988_misinformed_pr_0001.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_pr_0002,,sns_1988_misinformed_pr_0002.pdf,"Program for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Program,,,,application/pdf,Text,objects/thumbs/sns_1988_misinformed_pr_0002_th.jpg,objects/small/sns_1988_misinformed_pr_0002_sm.jpg,/objects/sns_1988_misinformed_pr_0002.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_misinformed_pr_0003,,sns_1988_misinformed_pr_0003.pdf,"Program for Les Misinformed, 1988",Scotch'n'Soda Theatre,,1988,Program,,,,application/pdf,Text,objects/thumbs/sns_1988_misinformed_pr_0003_th.jpg,objects/small/sns_1988_misinformed_pr_0003_sm.jpg,/objects/sns_1988_misinformed_pr_0003.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_improv_po,,sns_1988_improv_po.pdf,"Poster for Improv 88, 1988",Scotch'n'Soda Theatre,,1988,Poster,,,,application/pdf,Image,objects/thumbs/sns_1988_improv_po_th.jpg,objects/small/sns_1988_improv_po_sm.jpg,/objects/sns_1988_improv_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1988_improv_tx,,sns_1988_improv_tx.pdf,"Ticket for Improv 88, 1988",Scotch'n'Soda Theatre,,1988,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1988_improv_tx_th.jpg,objects/small/sns_1988_improv_tx_sm.jpg,/objects/sns_1988_improv_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1989_double_po,,sns_1989_double_po.pdf,"Poster for Double Shot, 1989",Scotch'n'Soda Theatre,,1989,Poster,,,,application/pdf,Text,objects/thumbs/sns_1989_double_po_th.jpg,objects/small/sns_1989_double_po_sm.jpg,/objects/sns_1989_double_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1989_double_nc,,sns_1989_double_nc.pdf,"Newsclipping for Double Shot, 1989",Scotch'n'Soda Theatre,,1989,Newsclipping,,,,application/pdf,Text,objects/thumbs/sns_1989_double_nc_th.jpg,objects/small/sns_1989_double_nc_sm.jpg,/objects/sns_1989_double_nc.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1989_reality_pr,,sns_1989_reality_pr.pdf,"Program for Reality Optional, 1989",Scotch'n'Soda Theatre,,1989,Program,,,,application/pdf,Text,objects/thumbs/sns_1989_reality_pr_th.jpg,objects/small/sns_1989_reality_pr_sm.jpg,/objects/sns_1989_reality_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1989_two_pr,,sns_1989_two_pr.pdf,"Program for Two Liberal Guys, 1989",Scotch'n'Soda Theatre,,1989,Program,,,,application/pdf,Image,objects/thumbs/sns_1989_two_pr_th.jpg,objects/small/sns_1989_two_pr_sm.jpg,/objects/sns_1989_two_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_dont_pr,,sns_1990_dont_pr.pdf,"Program for Don't Let the Bedbugs Bite, 1990",Scotch'n'Soda Theatre,,1990,Program,,,,application/pdf,Image,objects/thumbs/sns_1990_dont_pr_th.jpg,objects/small/sns_1990_dont_pr_sm.jpg,/objects/sns_1990_dont_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_dont_po,,sns_1990_dont_po.pdf,"Poster for Don't Let the Bedbugs Bite, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Image,objects/thumbs/sns_1990_dont_po_th.jpg,objects/small/sns_1990_dont_po_sm.jpg,/objects/sns_1990_dont_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_getting_pr,,sns_1990_getting_pr.pdf,"Program for Getting Even, 1990",Scotch'n'Soda Theatre,,1990,Program,,,,application/pdf,Image,objects/thumbs/sns_1990_getting_pr_th.jpg,objects/small/sns_1990_getting_pr_sm.jpg,/objects/sns_1990_getting_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_getting_po,,sns_1990_getting_po.pdf,"Poster for Getting Even, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Text,objects/thumbs/sns_1990_getting_po_th.jpg,objects/small/sns_1990_getting_po_sm.jpg,/objects/sns_1990_getting_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_particle_pr,,sns_1990_particle_pr.pdf,"Program for Double Shots: Particle Flow and The Atheist, 1990",Scotch'n'Soda Theatre,,1990,Program,,,,application/pdf,Text,objects/thumbs/sns_1990_particle_pr_th.jpg,objects/small/sns_1990_particle_pr_sm.jpg,/objects/sns_1990_particle_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_pr,,sns_1990_trapped_pr.pdf,"Program for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Program,,,,application/pdf,Text,objects/thumbs/sns_1990_trapped_pr_th.jpg,objects/small/sns_1990_trapped_pr_sm.jpg,/objects/sns_1990_trapped_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_tx_0001,,sns_1990_trapped_tx_0001,"Ticket for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Ticket,,,,application/pdf,Image,objects/thumbs/sns_1990_trapped_tx_0001_th.jpg,objects/small/sns_1990_trapped_tx_0001_sm.jpg,/objects/sns_1990_trapped_tx_0001,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_tx_0002,,sns_1990_trapped_tx_0002,"Ticket for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1990_trapped_tx_0002_th.jpg,objects/small/sns_1990_trapped_tx_0002_sm.jpg,/objects/sns_1990_trapped_tx_0002,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_po_0001,,sns_1990_trapped_po_0001,"Poster for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Text,objects/thumbs/sns_1990_trapped_po_0001_th.jpg,objects/small/sns_1990_trapped_po_0001_sm.jpg,/objects/sns_1990_trapped_po_0001,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_po_0002,,sns_1990_trapped_po_0002,"Poster for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Text,objects/thumbs/sns_1990_trapped_po_0002_th.jpg,objects/small/sns_1990_trapped_po_0002_sm.jpg,/objects/sns_1990_trapped_po_0002,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_po_0003,,sns_1990_trapped_po_0003,"Poster for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Text,objects/thumbs/sns_1990_trapped_po_0003_th.jpg,objects/small/sns_1990_trapped_po_0003_sm.jpg,/objects/sns_1990_trapped_po_0003,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1990_trapped_po_0004,,sns_1990_trapped_po_0004,"Poster for Trapped in the Silver Screen, 1990",Scotch'n'Soda Theatre,,1990,Poster,,,,application/pdf,Image,objects/thumbs/sns_1990_trapped_po_0004_th.jpg,objects/small/sns_1990_trapped_po_0004_sm.jpg,/objects/sns_1990_trapped_po_0004,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1991_another_pr,,sns_1991_another_pr.pdf,"Program for Another Round, 1991",Scotch'n'Soda Theatre,,1991,Program,,,,application/pdf,Text,objects/thumbs/sns_1991_another_pr_th.jpg,objects/small/sns_1991_another_pr_sm.jpg,/objects/sns_1991_another_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1991_dartegan_pr,,sns_1991_dartegan_pr.pdf,"Program for d'Artegan, 1991",Scotch'n'Soda Theatre,,1991,Program,,,,application/pdf,Image,objects/thumbs/sns_1991_dartegan_pr_th.jpg,objects/small/sns_1991_dartegan_pr_sm.jpg,/objects/sns_1991_dartegan_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1991_dartegan_tx,,sns_1991_dartegan_tx.pdf,"Ticket for d'Artegan, 1991",Scotch'n'Soda Theatre,,1991,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1991_dartegan_tx_th.jpg,objects/small/sns_1991_dartegan_tx_sm.jpg,/objects/sns_1991_dartegan_tx.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1991_dartegan_po,,sns_1991_dartegan_po.pdf,"Poster for d'Artegan, 1991",Scotch'n'Soda Theatre,,1991,Poster,,,,application/pdf,Image,objects/thumbs/sns_1991_dartegan_po_th.jpg,objects/small/sns_1991_dartegan_po_sm.jpg,/objects/sns_1991_dartegan_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1991_richard_pr,,sns_1991_richard_pr.pdf,"Program for Richard Cory, 1991",Scotch'n'Soda Theatre,,1991,Program,,,,application/pdf,Text,objects/thumbs/sns_1991_richard_pr_th.jpg,objects/small/sns_1991_richard_pr_sm.jpg,/objects/sns_1991_richard_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_jack_pr,,sns_1992_jack_pr.pdf,"Program for Jack!, 1992",Scotch'n'Soda Theatre,,1992,Program,,,,application/pdf,Image,objects/thumbs/sns_1992_jack_pr_th.jpg,objects/small/sns_1992_jack_pr_sm.jpg,/objects/sns_1992_jack_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_jack_tx_0001,,sns_1992_jack_tx_0001,"Ticket for Jack!, 1992",Scotch'n'Soda Theatre,,1992,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1992_jack_tx_0001_th.jpg,objects/small/sns_1992_jack_tx_0001_sm.jpg,/objects/sns_1992_jack_tx_0001,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_jack_tx_0002,,sns_1992_jack_tx_0002,"Ticket for Jack!, 1992",Scotch'n'Soda Theatre,,1992,Ticket,,,,application/pdf,Text,objects/thumbs/sns_1992_jack_tx_0002_th.jpg,objects/small/sns_1992_jack_tx_0002_sm.jpg,/objects/sns_1992_jack_tx_0002,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_jack_po,,sns_1992_jack_po.pdf,"Poster for Jack!, 1992",Scotch'n'Soda Theatre,,1992,Poster,,,,application/pdf,Text,objects/thumbs/sns_1992_jack_po_th.jpg,objects/small/sns_1992_jack_po_sm.jpg,/objects/sns_1992_jack_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_bindermeyer_pr,,sns_1992_bindermeyer_pr.pdf,"Program for The Bindermeyer Theory, 1992",Scotch'n'Soda Theatre,,1992,Program,,,,application/pdf,Text,objects/thumbs/sns_1992_bindermeyer_pr_th.jpg,objects/small/sns_1992_bindermeyer_pr_sm.jpg,/objects/sns_1992_bindermeyer_pr.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
sns_1992_bindermeyer_po,,sns_1992_bindermeyer_po.pdf,"Poster for The Bindermeyer Theory, 1992",Scotch'n'Soda Theatre,,1992,Poster,,,,application/pdf,Image,objects/thumbs/sns_1992_bindermeyer_po_th.jpg,objects/small/sns_1992_bindermeyer_po_sm.jpg,/objects/sns_1992_bindermeyer_po.pdf,Carnegie Mellon University Archives,,,Copyright Undetermined,http://rightsstatements.org/vocab/UND/1.0/,Scotch'n'Soda Records
